ロット番号,塗布長,種別,号機,コーター部温度,コーター部相対湿度,ポンプ圧力,乾燥ゾーン1温度,乾燥ゾーン2温度,UV照度,ランプ点灯時間,チャンバー内O2濃度,UVロール温度,ブリードアウト,塗布材料
SC0007954,1000m,製造,YC-08,27.78,50.4,0.9,120.0,122.0,1020.0,592,0.01035,89.02,False,A
SC0007955,1200m,製造,YC-08,27.39,50.9,0.9,120.0,122.09,1020.2,1385,0.01151,89.1,False,A
SC0007956,1000m,製造,YC-08,28.36,50.6,0.9,120.0,122.08,1020.4,1038,0.01206,89.04,False,A
SC0007957,1000m,製造,YC-08,33.93,51.5,0.9,120.9,122.6,1021.6,2389,0.01331,89.09,False,A
SC0007958,1200m,製造,YC-08,28.59,50.8,0.9,120.02,122.02,1020.0,1211,0.0112,89.03,False,A
SC0007959,1000m,製造,YC-08,30.5,50.7,0.9,120.25,122.08,1020.3,1099,0.01109,89.03,False,A
SC0007960,1200m,試作品,YC-08,28.93,50.8,0.9,120.0,122.01,1020.1,1246,0.01235,89.04,True,A
SC0007961,1200m,製造,YC-08,28.45,50.7,0.9,120.0,122.09,1020.2,1107,0.01099,89.03,True,A
SC0007962,1200m,製造,YC-08,27.7,50.3,0.9,120.05,122.05,1020.2,441,0.01035,89.03,False,A
SC0007963,1200m,製造,YC-08,29.12,50.4,0.9,120.05,122.04,1020.3,700,0.01188,89.04,True,A
SC0007964,1000m,製造,YC-08,28.79,50.8,0.9,120.0,122.02,1020.1,1364,0.01108,89.04,True,A
SC0007965,1500m,製造,YC-08,27.33,50.5,0.9,120.05,122.02,1020.1,830,0.01082,89.08,False,A
SC0007966,1000m,製造,YC-08,27.91,50.4,0.9,120.03,122.01,1020.0,691,0.01055,89.03,False,A
SC0007967,1000m,製造,YC-08,27.3,50.4,0.9,120.6,122.16,1021.4,691,0.01124,89.05,False,A
SC0007968,1000m,製造,YC-08,27.73,50.3,0.9,120.07,122.05,1020.1,552,0.01044,89.04,False,A
SC0007969,500m,製造,YC-08,30.18,51.5,0.9,120.33,122.33,1021.1,2426,0.0124,89.08,False,A
SC0007970,1500m,製造,YC-08,29.59,50.9,0.9,120.0,122.35,1021.2,1385,0.01206,89.18,False,A
SC0007971,1500m,製造,YC-08,27.44,50.2,0.9,120.13,122.11,1020.6,330,0.01026,89.02,False,A
SC0007972,1500m,製造,YC-08,27.48,50.2,0.9,120.05,122.04,1020.2,361,0.01036,89.02,False,A
SC0007973,30m,研究所テスト,YC-08,32.25,52.3,0.9,120.0,122.03,1020.1,2316,0.01275,89.06,False,A
SC0007974,500m,製造,YC-08,28.71,50.8,0.9,120.01,122.0,1020.0,1303,0.01091,89.04,False,A
SC0007975,1200m,製造,YC-08,27.44,50.2,0.9,120.53,122.53,1021.2,497,0.01035,89.06,False,A
SC0007976,1000m,製造,YC-08,29.25,50.5,0.9,120.14,122.09,1020.3,830,0.01173,89.05,True,A
SC0007977,1000m,製造,YC-08,27.09,50.0,0.9,120.0,122.02,1020.5,66,0.01014,89.05,False,A
SC0007978,1000m,製造,YC-08,29.16,51.0,0.9,120.02,122.05,1020.1,1645,0.01082,89.04,False,A
SC0007979,1200m,製造,YC-08,27.58,50.4,0.9,120.01,122.0,1020.0,691,0.01096,89.08,False,A
SC0007980,1000m,製造,YC-08,28.09,50.5,0.9,120.05,122.01,1020.2,830,0.01132,89.05,False,A
SC0007981,500m,製造,YC-08,28.99,50.9,0.9,120.1,122.2,1020.5,1513,0.0121,89.05,False,A
SC0007982,1200m,試作品,YC-08,27.93,50.3,0.9,120.05,122.08,1020.2,413,0.01058,89.12,False,A
SC0007983,1000m,試作品,YC-08,27.17,50.4,0.9,120.0,122.01,1020.0,691,0.01027,89.02,False,A
SC0007984,1000m,製造,YC-08,30.18,51.5,0.9,120.08,122.03,1020.2,2426,0.01216,89.09,False,A
SC0007985,1000m,製造,YC-08,28.31,50.6,0.9,120.0,122.01,1020.3,996,0.01119,89.04,False,A
SC0007986,1500m,製造,YC-08,28.82,50.9,0.9,120.0,122.05,1020.5,1385,0.01179,89.08,False,A
SC0007987,1000m,製造,YC-08,27.94,50.4,0.9,120.02,122.02,1020.0,413,0.01041,89.03,False,A
SC0007988,500m,製造,YC-08,29.02,50.5,0.9,120.05,122.04,1020.1,830,0.01058,89.08,False,A
SC0007989,1200m,製造,YC-08,28.72,50.7,0.9,120.01,122.01,1020.0,1107,0.01033,89.07,False,A
SC0007990,1000m,製造,YC-08,28.73,50.8,0.9,120.0,122.01,1020.2,1315,0.01157,89.03,False,A
SC0007991,500m,製造,YC-08,27.94,51.0,0.9,120.13,122.26,1020.5,1688,0.01134,89.05,False,A
SC0007992,1200m,製造,YC-08,28.11,50.6,0.9,120.0,122.05,1020.3,1036,0.01206,89.06,False,A
SC0007993,1000m,製造,YC-08,29.05,50.8,0.9,120.08,122.08,1020.1,845,0.01051,89.03,True,A
SC0007994,500m,製造,YC-08,30.18,51.5,0.9,120.0,122.09,1020.1,2426,0.0124,89.09,False,A
SC0007995,100m,研究所テスト,YC-08,27.17,50.3,0.9,120.04,122.02,1020.1,413,0.01037,89.03,True,A
SC0007996,500m,製造,YC-08,30.33,50.9,0.9,120.0,122.4,1023.1,1444,0.01387,89.12,False,A
SC0007997,500m,製造,YC-08,27.91,50.4,0.9,120.14,122.05,1020.1,691,0.01062,89.03,False,A
SC0007998,1000m,製造,YC-08,30.18,51.5,0.9,120.1,122.04,1020.3,2426,0.01192,89.07,False,A
SC0007999,1000m,製造,YC-08,28.49,50.6,0.9,120.1,122.08,1020.2,691,0.01048,89.06,False,A
SC0008000,1500m,製造,YC-08,28.82,50.9,0.9,120.12,122.23,1021.2,1385,0.01288,89.09,False,A
SC0008001,1200m,製造,YC-08,27.17,50.1,0.9,120.0,122.05,1020.1,691,0.01076,89.07,False,A
SC0008002,1000m,製造,YC-08,29.45,51.2,0.9,120.0,122.03,1020.1,1870,0.01185,89.06,False,A
SC0008003,1500m,製造,YC-08,28.18,50.6,0.9,120.05,122.05,1020.2,899,0.0108,89.06,False,A
SC0008004,1200m,製造,YC-08,28.09,50.5,0.9,120.01,122.01,1020.0,830,0.01099,89.05,False,A
SC0008005,1200m,製造,YC-08,28.36,50.3,0.9,120.0,122.01,1020.0,419,0.01038,89.02,False,A
SC0008006,1000m,製造,YC-08,27.88,50.2,0.9,120.11,122.15,1020.3,344,0.01038,89.03,False,A
SC0008007,100m,研究所テスト,YC-08,29.73,51.3,0.9,120.0,122.07,1020.5,2079,0.01701,89.07,True,A
SC0008008,1200m,製造,YC-08,28.15,50.5,0.9,120.0,122.01,1020.2,871,0.01078,89.03,False,A
SC0008009,1000m,製造,YC-08,27.45,,0.9,120.05,122.03,1020.2,344,0.01038,89.02,True,A
SC0008010,1200m,製造,YC-08,29.18,51.0,0.9,120.0,122.04,1020.2,1662,0.01115,89.05,True,A
SC0008011,1200m,製造,YC-08,32.58,51.1,0.9,120.0,122.33,1021.2,1732,0.01326,89.11,False,A
SC0008012,1200m,製造,YC-08,28.4,50.5,0.9,120.0,122.04,1020.2,628,0.01125,89.04,False,A
SC0008013,1000m,製造,YC-08,28.36,50.6,0.9,120.05,122.08,1020.2,1038,0.01155,89.05,False,A
SC0008014,1200m,製造,YC-08,28.1,50.4,0.9,120.06,122.07,1020.2,251,0.01041,89.02,False,A
SC0008015,1500m,研究所テスト,YC-08,29.31,50.9,0.9,120.0,122.03,1020.6,1385,0.01288,89.06,True,A
SC0008016,1500m,製造,YC-08,27.45,50.2,0.9,120.05,122.09,1020.3,337,0.01067,89.03,False,A
SC0008017,1000m,製造,YC-08,27.41,50.1,0.9,120.28,122.17,1021.8,141,0.01023,89.07,False,A
SC0008018,1000m,製造,YC-08,27.27,50.1,0.9,120.02,122.03,1020.1,205,0.01008,89.03,False,A
SC0008019,1000m,製造,YC-08,27.5,50.2,0.9,120.05,122.02,1020.0,379,0.01015,89.02,False,A
SC0008020,1500m,製造,YC-08,27.82,50.4,0.9,120.05,122.02,1020.2,621,0.01087,89.06,False,A
SC0008021,1500m,製造,YC-08,27.45,50.2,0.9,120.0,122.09,1020.2,275,0.01019,89.04,False,A
SC0008022,1200m,製造,YC-08,27.25,50.1,0.9,120.09,122.01,1020.1,191,0.01021,89.02,False,A
SC0008023,1000m,製造,YC-08,28.64,50.8,0.9,120.07,122.03,1020.2,1246,0.01185,89.04,False,A
SC0008024,1200m,製造,YC-08,27.58,50.3,0.9,120.05,122.02,1020.1,441,0.01026,89.04,False,A
SC0008025,500m,試作品,YC-08,27.55,50.4,0.9,120.0,122.05,1020.1,621,0.01049,89.04,False,A
SC0008026,1200m,製造,YC-08,28.09,50.5,0.9,120.0,122.02,1020.1,830,0.01124,89.07,False,A
SC0008027,1200m,製造,YC-08,28.27,50.6,0.9,120.14,122.05,1020.3,968,0.01106,89.06,True,A
SC0008028,1000m,製造,YC-08,28.16,50.4,0.9,120.19,122.19,1020.7,726,0.01065,89.06,False,A
SC0008029,1500m,製造,YC-08,27.82,50.4,0.9,120.0,122.04,1020.1,621,0.01049,89.06,False,A
SC0008030,1200m,製造,YC-08,29.2,51.0,0.9,120.0,122.03,1020.9,1680,0.01217,89.05,False,A
SC0008031,1000m,製造,YC-08,27.76,50.4,0.9,120.0,122.02,1020.2,580,0.01075,89.09,False,A
SC0008032,1500m,製造,YC-08,28.27,50.6,0.9,120.09,122.02,1020.1,968,0.01038,89.05,False,A
SC0008033,500m,製造,YC-08,28.01,50.4,0.9,120.05,122.04,1020.1,552,0.01044,89.12,False,A
SC0008034,500m,試作品,YC-08,27.93,50.6,0.9,120.05,122.01,1020.2,509,0.01046,89.06,False,A
SC0008035,1200m,製造,YC-08,28.22,50.5,0.9,120.0,122.0,1020.0,731,0.01058,89.1,False,A
SC0008036,1500m,試作品,YC-08,29.32,51.1,0.9,120.0,122.06,1020.2,1765,0.01175,89.04,False,A
SC0008037,300m,製造,YC-08,29.27,51.1,0.9,120.0,122.09,1020.2,1732,0.0124,89.07,False,A
SC0008038,1200m,製造,YC-08,27.3,50.1,0.9,120.0,122.07,1020.1,226,0.01014,89.02,False,A
SC0008039,1200m,製造,YC-08,27.33,50.2,0.9,120.0,122.05,1020.5,247,0.01052,89.08,False,A
SC0008040,1200m,製造,YC-08,28.42,50.7,0.9,120.02,122.02,1020.1,1079,0.01171,89.05,False,A
SC0008041,1000m,製造,YC-08,30.37,51.5,0.9,120.05,122.08,1020.2,2426,0.0124,89.17,False,A
SC0008042,1200m,製造,YC-08,27.13,50.3,0.9,120.0,122.08,1020.2,413,0.01033,89.06,False,A
SC0008043,1200m,製造,YC-08,28.04,50.4,0.9,120.0,122.0,1020.0,621,0.01031,89.04,False,A
SC0008044,1000m,製造,YC-08,27.66,50.3,0.9,120.0,122.18,1020.3,1107,0.01088,89.07,False,A
SC0008045,1000m,製造,YC-08,28.9,50.6,0.9,120.27,122.32,1022.0,1038,0.01113,89.12,False,A
SC0008046,500m,製造,YC-08,27.29,50.2,0.9,120.0,122.03,1020.2,240,0.01029,89.02,False,A
SC0008047,1500m,製造,YC-08,28.74,50.8,0.9,120.17,122.13,1020.8,1329,0.01171,89.07,False,A
SC0008048,300m,製造,YC-08,28.91,50.9,0.9,120.06,122.04,1020.1,1454,0.01173,89.05,False,A
SC0008049,1000m,試作品,YC-08,27.91,50.4,0.9,120.05,122.01,1020.1,691,0.01041,89.03,False,A
SC0008050,1000m,試作品,YC-08,27.47,50.2,0.9,120.05,122.09,1020.2,358,0.01043,89.04,False,A
SC0008051,500m,試作品,YC-08,27.27,50.2,0.9,120.05,122.06,1020.1,379,0.01011,89.08,False,A
SC0008052,300m,製造,YC-08,30.09,50.7,0.901,120.0,122.02,1020.1,1177,0.01304,89.04,False,A
SC0008053,1500m,製造,YC-08,27.55,50.3,0.9,120.05,122.09,1020.2,413,0.01037,89.09,False,A
SC0008054,500m,製造,YC-08,27.55,50.3,0.9,120.0,122.23,1020.7,413,0.01099,89.06,False,A
SC0008055,500m,製造,YC-08,31.63,51.8,0.9,120.04,122.05,1020.3,2426,0.01337,89.13,False,A
SC0008056,1200m,製造,YC-08,28.87,50.7,0.9,120.0,122.05,1020.2,691,0.01041,89.04,False,A
SC0008057,1000m,製造,YC-08,28.91,50.9,0.9,120.0,122.01,1020.0,1454,0.01072,89.06,False,A
SC0008058,500m,製造,YC-08,27.82,50.3,0.9,120.04,122.0,1020.1,552,0.0106,89.04,False,A
SC0008059,1500m,製造,YC-08,28.9,50.9,0.9,120.0,122.42,1021.4,1451,0.01216,89.07,True,A
SC0008060,1500m,製造,YC-08,29.27,51.1,0.9,120.0,122.01,1020.1,1732,0.01103,89.08,False,A
SC0008061,1000m,製造,YC-08,28.82,50.9,0.9,120.16,122.32,1020.6,1385,0.01179,89.1,False,A
SC0008062,1000m,製造,YC-08,27.77,50.4,0.9,120.14,122.04,1020.2,587,0.01082,89.06,False,A
SC0008063,300m,製造,YC-08,28.37,50.8,0.9,120.0,122.02,1020.3,1329,0.01224,89.06,False,A
SC0008064,1200m,製造,YC-08,27.7,50.3,0.9,120.0,122.02,1020.0,535,0.01037,89.02,False,A
SC0008065,1500m,製造,YC-08,27.64,50.3,0.9,120.05,122.01,1020.5,483,0.01072,89.07,False,A
SC0008066,1000m,製造,YC-08,27.47,52.3,0.9,120.0,122.45,1021.0,1983,0.01295,89.06,False,A
SC0008067,1500m,製造,YC-08,28.73,50.8,0.9,120.0,122.15,1022.1,1315,0.01222,89.1,False,A
SC0008068,500m,製造,YC-08,30.22,50.7,0.9,120.0,122.09,1020.2,1107,0.0111,89.08,False,A
SC0008069,1200m,製造,YC-08,28.45,50.7,0.9,120.0,122.01,1020.2,1107,0.01187,89.04,False,A
SC0008070,1500m,製造,YC-08,27.25,50.1,0.9,120.18,122.35,1020.9,691,0.01082,89.08,False,A
SC0008071,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.03,1020.1,691,0.01041,89.04,False,A
SC0008072,1200m,製造,YC-08,27.33,50.5,0.9,120.0,122.0,1020.0,830,0.01082,89.07,False,A
SC0008073,1500m,製造,YC-08,30.18,51.5,0.9,120.0,122.77,1021.1,2426,0.01192,89.27,False,A
SC0008074,500m,製造,YC-08,28.03,50.2,0.9,120.0,122.22,1021.1,344,0.011,89.07,False,A
SC0008075,1200m,製造,YC-08,27.38,50.2,0.9,120.0,122.04,1020.2,309,0.0104,89.03,False,A
SC0008076,1200m,製造,YC-08,27.65,50.3,0.9,120.03,122.01,1020.2,497,0.01069,89.05,False,A
SC0008077,1000m,製造,YC-08,27.46,50.3,0.9,120.14,122.28,1020.5,552,0.0106,89.06,True,A
SC0008078,500m,製造,YC-08,29.67,51.0,0.9,120.0,122.02,1020.1,1680,0.01183,89.08,False,A
SC0008079,1200m,製造,YC-08,28.23,50.5,0.9,120.0,122.05,1020.2,734,0.01088,89.03,False,A
SC0008080,300m,製造,YC-08,27.91,50.4,0.9,120.0,122.31,1020.5,691,0.01048,89.05,False,A
SC0008081,1500m,製造,YC-08,28.65,50.8,0.9,120.0,122.06,1020.1,1260,0.011,89.05,False,A
SC0008082,1200m,製造,YC-08,27.27,50.2,0.9,120.05,122.09,1020.1,276,0.01014,89.13,False,A
SC0008083,500m,製造,YC-08,28.09,50.5,0.9,120.09,122.02,1020.1,830,0.01107,89.04,False,A
SC0008084,1200m,製造,YC-08,28.64,50.8,0.9,120.05,122.09,1020.2,1246,0.01111,89.04,False,A
SC0008085,1000m,製造,YC-08,27.43,50.6,0.9,120.0,122.05,1020.1,899,0.01071,89.06,False,A
SC0008086,1500m,製造,YC-08,27.45,50.2,0.9,120.0,122.05,1020.2,344,0.01045,89.04,False,A
SC0008087,500m,製造,YC-08,28.11,50.5,0.9,120.1,122.1,1020.2,847,0.01059,89.03,False,A
SC0008088,500m,製造,YC-08,28.55,50.7,0.9,120.0,122.06,1020.1,1180,0.01105,89.05,False,A
SC0008089,1200m,製造,YC-08,28.36,50.6,0.9,120.0,122.05,1020.2,1038,0.01113,89.05,False,A
SC0008090,1500m,製造,YC-08,27.68,50.3,0.9,120.0,122.01,1020.1,517,0.01077,89.04,False,A
SC0008091,1200m,製造,YC-08,27.3,50.4,0.9,120.0,122.02,1020.0,691,0.01062,89.04,False,A
SC0008092,1500m,製造,YC-08,27.55,50.3,0.9,120.0,122.12,1020.2,413,0.01029,89.05,False,A
SC0008093,1500m,製造,YC-08,28.82,50.9,0.9,120.0,122.51,1021.7,1385,0.01137,89.48,False,A
SC0008094,1200m,試作品,YC-08,27.9,50.4,0.9,120.0,122.01,1020.0,687,0.01123,89.02,False,A
SC0008095,500m,製造,YC-08,28.74,50.8,0.9,120.01,122.02,1020.0,1329,0.01119,89.04,False,A
SC0008096,1200m,製造,YC-08,28.65,50.4,0.9,120.0,122.02,1020.1,646,0.01055,89.06,False,A
SC0008097,1200m,製造,YC-08,27.82,50.4,0.9,120.05,122.08,1020.1,621,0.01043,89.06,False,A
SC0008098,1200m,製造,YC-08,28.16,50.5,0.9,120.0,122.01,1020.0,885,0.01053,89.06,False,A
SC0008099,500m,製造,YC-08,27.65,50.3,0.9,120.09,122.01,1020.3,497,0.01054,89.07,False,A
SC0008100,1000m,製造,YC-08,27.6,50.5,0.9,120.0,122.01,1020.0,517,0.01026,89.05,False,A
SC0008101,1000m,製造,YC-08,28.14,50.5,0.9,120.0,122.04,1020.1,864,0.01077,89.07,False,A
SC0008102,1200m,製造,YC-08,27.65,50.3,0.9,120.0,122.52,1020.9,497,0.01045,89.08,False,A
SC0008103,1200m,製造,YC-08,27.62,50.3,0.9,120.0,122.0,1020.0,469,0.01047,89.02,False,A
SC0008104,1500m,製造,YC-08,27.67,50.3,0.9,120.0,122.11,1020.1,507,0.0103,89.04,False,A
SC0008105,1000m,製造,YC-08,27.11,51.4,0.9,120.15,122.29,1020.7,1385,0.01179,89.1,False,A
SC0008106,1200m,製造,YC-08,27.93,50.3,0.9,120.15,122.24,1021.3,517,0.01108,89.09,False,A
SC0008107,1200m,製造,YC-08,29.54,51.2,0.9,120.21,122.42,1021.6,1940,0.01346,89.08,False,A
SC0008108,1200m,製造,YC-08,28.77,50.5,0.9,120.09,122.09,1020.4,871,0.01156,89.06,False,A
SC0008109,1500m,製造,YC-08,27.68,50.3,0.9,120.0,122.0,1020.1,517,0.01052,89.02,False,A
SC0008110,1000m,製造,YC-08,28.09,50.5,0.9,120.0,122.03,1020.3,830,0.01107,89.07,False,A
SC0008111,300m,製造,YC-08,29.27,51.1,0.9,120.05,122.09,1020.2,1732,0.01206,89.06,False,A
SC0008112,300m,製造,YC-08,29.1,51.3,0.9,120.09,122.01,1020.2,2035,0.01282,89.17,False,A
SC0008113,1200m,製造,YC-08,27.21,50.1,0.9,120.33,122.17,1021.1,344,0.01038,89.07,False,A
SC0008114,1000m,製造,YC-08,28.79,50.8,0.9,120.19,122.3,1020.9,1367,0.01149,89.42,False,A
SC0008115,1200m,製造,YC-08,28.93,50.9,0.9,120.0,122.1,1020.8,1471,0.01219,89.04,False,A
SC0008116,500m,製造,YC-08,28.35,50.6,0.9,120.0,122.04,1020.3,1026,0.01183,89.03,False,A
SC0008117,1200m,製造,YC-08,27.96,50.7,0.9,120.0,122.03,1020.1,691,0.01062,89.07,False,A
SC0008118,1000m,製造,YC-08,28.64,50.8,0.9,120.08,122.1,1020.3,1246,0.01099,89.05,False,A
SC0008119,1000m,製造,YC-08,28.6,50.4,0.9,120.02,122.02,1020.1,691,0.01076,89.07,False,A
SC0008120,500m,製造,YC-08,28.67,50.9,0.9,120.15,122.31,1020.7,1829,0.01199,89.06,False,A
SC0008121,500m,製造,YC-08,33.75,51.5,0.9,120.17,122.17,1020.6,2426,0.01337,89.1,False,A
SC0008122,1200m,製造,YC-08,28.69,50.8,0.9,120.0,122.02,1020.0,1288,0.01089,89.04,False,A
SC0008123,1000m,製造,YC-08,27.86,50.4,0.9,120.0,122.06,1020.1,702,0.01078,89.02,False,A
SC0008124,1000m,試作品,YC-08,28.44,50.7,0.9,120.09,122.06,1020.1,1099,0.01098,89.03,True,A
SC0008125,1500m,製造,YC-08,28.82,50.9,0.9,120.05,122.01,1020.3,1385,0.01206,89.07,False,A
SC0008126,300m,製造,YC-08,28.01,50.5,0.9,120.0,122.0,1020.0,767,0.0103,89.03,False,A
SC0008127,1000m,製造,YC-08,28.96,50.9,0.9,120.0,122.04,1020.2,1496,0.01223,89.07,False,A
SC0008128,300m,製造,YC-08,28.45,50.7,0.9,120.03,122.01,1020.1,1107,0.01132,89.04,False,A
SC0008129,1200m,製造,YC-08,27.55,50.3,0.9,120.0,122.01,1020.1,413,0.01025,89.03,False,A
SC0008130,1200m,製造,YC-08,27.52,50.2,0.9,120.42,122.14,1020.8,396,0.01067,89.04,True,A
SC0008131,500m,製造,YC-08,27.93,50.4,0.9,120.0,122.11,1020.3,483,0.01034,89.03,False,A
SC0008132,1000m,製造,YC-08,27.3,50.4,0.9,120.07,122.01,1020.1,344,0.01027,89.02,False,A
SC0008133,500m,試作品,YC-08,31.2,51.1,0.9,120.09,122.02,1020.1,1732,0.01172,89.05,False,A
SC0008134,1500m,製造,YC-08,28.18,50.6,0.9,120.0,122.13,1020.6,899,0.01062,89.04,False,A
SC0008135,500m,製造部テスト,YC-08,29.11,51.0,0.9,120.02,122.03,1020.1,1107,0.01165,89.04,False,A
SC0008136,1200m,試作品,YC-08,28.36,50.6,0.9,120.0,122.05,1020.1,1038,0.01093,89.03,False,A
SC0008137,1000m,製造,YC-08,31.53,51.5,0.9,120.13,122.26,1020.6,2426,0.01264,89.07,False,A
SC0008138,1200m,製造,YC-08,28.29,50.5,0.9,120.0,122.09,1020.2,830,0.01099,89.04,False,A
SC0008139,1200m,製造,YC-08,28.62,50.5,0.9,120.0,122.05,1020.1,830,0.01058,89.09,False,A
SC0008140,1000m,製造,YC-08,27.99,51.1,0.9,120.02,122.04,1020.1,1038,0.01093,89.08,False,A
SC0008141,1200m,製造,YC-08,28.1,50.7,0.9,120.14,122.2,1020.8,691,0.01082,89.05,False,A
SC0008142,1200m,製造,YC-08,28.78,50.8,0.9,120.0,122.32,1021.2,1357,0.01162,89.08,False,A
SC0008143,1200m,製造,YC-08,27.15,50.2,0.9,120.0,122.05,1020.1,275,0.01016,89.02,False,A
SC0008144,500m,製造,YC-08,28.19,50.3,0.9,120.0,122.09,1020.2,413,0.01029,89.08,False,A
SC0008145,1200m,製造,YC-08,27.44,50.2,0.9,120.79,122.79,1022.3,330,0.01053,89.1,False,A
SC0008146,500m,製造,YC-08,28.69,50.8,0.9,120.01,122.01,1020.0,1284,0.01076,89.04,False,A
SC0008147,1000m,製造,YC-08,28.07,50.7,0.9,120.14,122.03,1020.4,1072,0.01149,89.14,False,A
SC0008148,1200m,製造,YC-08,27.38,50.1,0.9,120.14,122.14,1020.5,205,0.01033,89.04,True,A
SC0008149,1000m,製造,YC-08,27.64,50.4,0.9,120.09,122.09,1020.2,726,0.0105,89.05,False,A
SC0008150,1000m,製造,YC-08,27.99,50.4,0.9,120.0,122.01,1020.1,621,0.0108,89.03,False,A
SC0008151,500m,製造,YC-08,28.4,50.7,0.9,120.0,122.09,1020.3,1064,0.01106,89.05,True,A
SC0008152,1200m,研究所テスト,YC-08,28.52,51.2,0.9,120.0,122.01,1020.0,1910,0.01133,89.06,True,A
SC0008153,100m,研究所テスト,YC-08,27.83,50.3,0.9,120.2,122.4,1021.2,1732,0.01137,89.05,False,A
SC0008154,1200m,製造,YC-08,27.88,50.9,0.9,120.0,122.01,1020.1,1477,0.01176,89.04,False,A
SC0008155,1200m,製造,YC-08,28.73,50.8,0.9,120.0,122.01,1020.0,1315,0.01091,89.04,False,A
SC0008156,500m,製造,YC-08,28.45,50.7,0.9,120.05,122.09,1020.2,1107,0.01121,89.06,False,A
SC0008157,1500m,製造,YC-08,28.04,51.2,0.9,120.14,122.01,1020.3,1870,0.01204,89.13,True,A
SC0008158,500m,製造,YC-08,27.4,50.2,0.9,120.0,122.18,1020.3,909,0.0109,89.03,True,A
SC0008159,1200m,試作品,YC-08,29.04,50.6,0.9,120.07,122.15,1020.6,968,0.01106,89.12,False,A
SC0008160,1000m,製造,YC-08,27.88,50.5,0.9,120.02,122.0,1020.1,760,0.0106,89.04,False,A
SC0008161,1200m,製造,YC-08,27.61,50.3,0.9,120.15,122.06,1020.2,462,0.01051,89.03,False,A
SC0008162,1500m,製造,YC-08,27.36,50.2,0.9,120.05,122.03,1020.2,275,0.01019,89.05,False,A
SC0008163,100m,研究所テスト,YC-08,29.84,51.3,0.9,120.1,122.08,1020.3,2169,0.01344,89.06,False,A
SC0008164,1500m,試作品,YC-08,29.54,51.2,0.9,120.49,122.03,1020.7,1940,0.01192,89.08,False,A
SC0008165,1200m,製造,YC-08,27.26,50.3,0.9,120.6,122.3,1021.1,413,0.01074,89.08,False,A
SC0008166,1000m,試作品,YC-08,27.03,50.1,0.9,120.0,122.04,1020.1,94,0.01005,89.02,False,A
SC0008167,300m,製造,YC-08,31.09,51.2,0.9,120.55,122.36,1021.7,1940,0.01327,89.12,False,A
SC0008168,1500m,製造,YC-08,27.27,50.1,0.9,120.0,122.01,1020.0,205,0.01008,89.04,False,A
SC0008169,1500m,製造,YC-08,27.62,50.4,0.9,120.0,122.05,1020.2,344,0.01048,89.05,False,A
SC0008170,500m,製造,YC-08,28.82,50.9,0.9,120.0,122.04,1020.1,1295,0.01192,89.06,False,A
SC0008171,1200m,製造,YC-08,29.48,51.0,0.9,120.02,122.02,1020.1,830,0.01099,89.08,False,A
SC0008172,1200m,製造,YC-08,30.03,51.2,0.9,120.0,122.0,1020.0,1698,0.01069,89.15,False,A
SC0008173,1000m,製造,YC-08,28.84,50.9,0.9,120.0,122.09,1020.1,1402,0.01236,89.05,False,A
SC0008174,1000m,製造,YC-08,29.64,51.2,0.9,120.0,122.2,1020.7,2009,0.01179,89.05,False,A
SC0008175,1200m,製造,YC-08,28.0,50.5,0.9,120.08,122.03,1020.2,760,0.01068,89.03,True,A
SC0008176,300m,製造,YC-08,30.86,50.9,0.9,120.0,122.02,1020.2,1385,0.01234,89.1,False,A
SC0008177,1500m,製造,YC-08,27.88,50.4,0.9,120.0,122.05,1020.1,670,0.01053,89.1,False,A
SC0008178,1500m,製造,YC-08,27.73,50.3,0.9,120.0,122.09,1020.1,594,0.01071,89.03,True,A
SC0008179,1200m,製造,YC-08,27.84,50.4,0.9,120.0,122.01,1020.1,639,0.01076,89.05,False,A
SC0008180,1000m,製造,YC-08,28.27,50.6,0.9,120.0,122.01,1020.1,968,0.01058,89.06,False,A
SC0008181,1000m,製造,YC-08,30.58,51.0,0.9,120.02,122.03,1020.1,1551,0.01154,89.05,False,A
SC0008182,1000m,製造,YC-08,27.32,50.2,0.9,120.09,122.02,1020.1,240,0.01014,89.02,False,A
SC0008183,300m,製造,YC-08,28.66,50.8,0.9,120.14,122.04,1020.1,1263,0.01138,89.04,False,A
SC0008184,1000m,製造,YC-08,27.25,50.2,0.9,120.09,122.06,1020.2,344,0.01021,89.1,False,A
SC0008185,1000m,製造,YC-08,27.91,50.4,0.9,120.05,122.02,1020.1,691,0.01048,89.05,False,A
SC0008186,1200m,製造,YC-08,28.09,50.5,0.9,120.27,122.18,1020.3,830,0.01091,89.03,False,A
SC0008187,1200m,製造,YC-08,27.35,50.1,0.9,120.0,122.01,1020.0,413,0.01037,89.02,False,A
SC0008188,1500m,製造,YC-08,28.36,50.6,0.9,120.21,122.25,1021.5,1206,0.01216,89.14,False,A
SC0008189,1200m,試作品,YC-08,28.02,50.5,0.9,120.0,122.05,1020.2,830,0.01041,89.09,False,A
SC0008190,1000m,試作品,YC-08,27.91,50.4,0.9,120.02,122.02,1020.1,691,0.0113,89.05,False,A
