ロット番号,塗布長,種別,号機,コーター部温度,コーター部相対湿度,ポンプ圧力,乾燥ゾーン1温度,乾燥ゾーン2温度,UV照度,ランプ点灯時間,チャンバー内O2濃度,UVロール温度,ブリードアウト
SC0008378,1200m,製造,YC-08,28.82,50.9,0.9,120.0,122.23,1020.7,1385,0.01165,89.07,False
SC0008379,1000m,製造,YC-08,28.98,50.9,0.9,120.17,122.03,1020.3,1508,0.0115,89.07,False
SC0008380,1200m,製造,YC-08,28.09,50.5,0.9,120.05,122.01,1020.2,830,0.01132,89.05,False
SC0008381,1000m,製造,YC-08,28.64,50.8,0.9,120.04,122.04,1020.1,1246,0.01148,89.05,False
SC0008382,1200m,製造,YC-08,28.19,50.3,0.9,120.02,122.0,1020.1,465,0.01051,89.02,False
SC0008383,1500m,製造,YC-08,27.18,50.1,0.9,120.0,122.04,1020.1,136,0.01025,89.01,False
SC0008384,500m,試作品,YC-08,27.73,50.3,0.9,120.02,122.0,1020.0,552,0.01038,89.03,False
SC0008385,1200m,製造,YC-08,27.79,50.4,0.9,120.0,122.01,1020.1,601,0.01042,89.05,False
SC0008386,1500m,製造,YC-08,27.65,50.3,0.9,120.04,122.01,1020.1,497,0.01079,89.03,False
SC0008387,1200m,製造,YC-08,28.45,50.7,0.9,120.05,122.09,1020.2,1107,0.01099,89.05,False
SC0008388,1000m,製造,YC-08,27.56,50.6,0.9,120.2,122.08,1021.6,1177,0.01269,89.06,False
SC0008389,1200m,試作品,YC-08,27.77,50.4,0.9,120.0,122.01,1020.0,587,0.01053,89.03,False
SC0008390,1200m,製造,YC-08,28.18,50.6,0.9,120.0,122.05,1020.2,899,0.01071,89.04,False
SC0008391,1000m,製造,YC-08,27.45,50.2,0.9,120.09,122.02,1020.2,344,0.01052,89.03,False
SC0008392,1000m,製造,YC-08,28.82,50.9,0.9,120.0,122.04,1020.3,1385,0.01316,89.04,False
SC0008393,500m,製造,YC-08,27.09,50.1,0.9,120.16,122.13,1020.9,148,0.01019,89.05,False
SC0008394,100m,研究所テスト,YC-08,30.18,51.5,0.9,120.0,122.01,1020.1,2426,0.01192,89.09,False
SC0008395,1000m,試作品,YC-08,27.71,50.2,0.9,120.0,122.05,1020.1,212,0.01016,89.01,False
SC0008396,500m,製造,YC-08,27.95,50.4,0.9,120.04,122.02,1020.2,663,0.01073,89.07,False
SC0008397,300m,製造,YC-08,27.91,50.4,0.9,120.0,122.08,1020.1,691,0.01076,89.05,False
SC0008398,1500m,製造,YC-08,27.4,50.2,0.9,120.0,122.01,1020.4,301,0.01054,89.02,False
SC0008399,1000m,製造,YC-08,27.91,50.4,0.9,120.05,122.02,1020.1,691,0.01096,89.03,False
SC0008400,1000m,試作品,YC-08,27.74,50.3,0.9,120.04,122.02,1020.1,691,0.01096,89.02,False
SC0008401,500m,製造,YC-08,28.4,50.6,0.9,120.0,122.01,1020.1,705,0.01063,89.06,False
SC0008402,1200m,製造,YC-08,27.85,50.3,0.9,120.0,122.05,1020.1,483,0.01038,89.04,False
SC0008403,1500m,製造,YC-08,31.68,51.1,0.9,120.07,122.04,1020.2,1732,0.0124,89.06,True
SC0008404,1200m,製造,YC-08,27.3,50.4,0.9,120.0,122.03,1020.1,635,0.01044,89.05,False
SC0008405,1000m,製造,YC-08,28.36,50.6,0.9,120.23,122.16,1020.7,1038,0.01113,89.1,False
SC0008406,1200m,製造,YC-08,27.44,50.2,0.9,120.16,122.03,1020.7,587,0.01047,89.04,False
SC0008407,1000m,製造,YC-08,29.62,51.0,0.9,120.0,122.02,1020.1,1940,0.01115,89.11,False
SC0008408,1200m,製造,YC-08,28.09,50.4,0.9,120.0,122.0,1020.0,830,0.01091,89.05,False
SC0008409,1500m,製造,YC-08,27.73,50.3,0.9,120.08,122.01,1020.1,552,0.01077,89.05,False
SC0008410,1000m,製造,YC-08,28.78,50.8,0.9,120.42,122.14,1020.8,1357,0.01202,89.05,False
SC0008411,1000m,製造,YC-08,27.89,50.3,0.9,120.1,122.03,1020.2,830,0.01091,89.03,False
SC0008412,1000m,製造,YC-08,28.09,50.5,0.9,120.09,122.01,1020.1,830,0.01041,89.02,False
SC0008413,1200m,製造,YC-08,27.42,50.3,0.9,120.0,122.01,1020.0,457,0.01036,89.02,False
SC0008414,1200m,製造,YC-08,27.5,50.2,0.9,120.09,122.03,1020.2,379,0.01064,89.05,False
SC0008415,1200m,製造,YC-08,27.5,50.2,0.9,120.0,122.07,1020.1,379,0.01026,89.02,False
SC0008416,500m,製造,YC-08,27.73,50.3,0.9,120.0,122.02,1020.1,552,0.01033,89.03,False
SC0008417,1200m,製造,YC-08,27.75,50.4,0.9,120.0,122.01,1020.0,573,0.01029,89.04,False
SC0008418,1200m,製造,YC-08,27.41,50.2,0.9,120.0,122.39,1020.7,1038,0.01124,89.06,False
SC0008419,300m,製造,YC-08,30.75,51.5,0.9,120.07,122.03,1020.1,1177,0.01198,89.05,False
SC0008420,1200m,試作品,YC-08,28.82,50.9,0.9,120.0,122.04,1020.1,1385,0.01096,89.04,True
SC0008421,1500m,製造,YC-08,29.36,51.1,0.9,120.0,122.05,1020.2,1799,0.01089,89.05,False
SC0008422,1000m,製造,YC-08,27.42,50.7,0.9,120.0,122.05,1020.2,1180,0.01246,89.04,False
SC0008423,1500m,製造,YC-08,29.02,50.7,0.9,120.0,122.07,1020.2,1180,0.01152,89.04,True
SC0008424,1000m,製造,YC-08,28.15,50.4,0.9,120.03,122.02,1020.1,670,0.01073,89.04,False
SC0008425,1500m,試作品,YC-08,28.24,50.6,0.9,120.11,122.16,1020.3,1038,0.01113,89.1,False
SC0008426,1200m,製造,YC-08,27.4,50.2,0.9,120.0,122.05,1020.1,301,0.01039,89.02,False
SC0008427,500m,製造,YC-08,27.58,50.3,0.9,120.0,122.01,1020.1,441,0.01031,89.03,False
SC0008428,1200m,製造,YC-08,27.55,50.3,0.9,120.05,122.06,1020.3,413,0.01054,89.05,False
SC0008429,300m,製造,YC-08,28.72,50.7,0.9,120.02,122.03,1020.1,1393,0.01097,89.04,False
SC0008430,1500m,製造,YC-08,28.53,50.7,0.9,120.05,122.08,1020.2,1163,0.0115,89.05,True
SC0008431,1500m,製造,YC-08,29.35,50.5,0.9,120.0,122.1,1020.2,830,0.01115,89.08,False
SC0008432,1200m,製造,YC-08,27.73,50.3,0.9,120.05,122.05,1020.1,552,0.01033,89.04,False
SC0008433,1200m,製造,YC-08,29.0,50.9,0.9,120.0,122.01,1020.1,1524,0.01136,89.04,False
SC0008434,1200m,製造,YC-08,28.45,50.7,0.9,120.1,122.02,1020.6,1107,0.01132,89.1,False
SC0008435,1200m,製造,YC-08,27.36,50.2,0.9,120.0,122.0,1020.0,275,0.01008,89.02,False
SC0008436,1000m,製造,YC-08,27.94,50.9,0.9,120.05,122.02,1020.2,1385,0.01206,89.03,False
SC0008437,1000m,製造,YC-08,27.14,50.1,0.9,120.24,122.02,1020.7,170,0.01015,89.02,False
SC0008438,1500m,試作品,YC-08,28.59,50.8,0.9,120.0,122.04,1020.1,1211,0.01144,89.05,False
SC0008439,1200m,製造,YC-08,27.52,50.5,0.9,120.03,122.02,1020.1,809,0.01153,89.04,True
SC0008440,1200m,製造,YC-08,27.33,50.2,0.9,120.05,122.02,1020.1,247,0.01012,89.04,False
SC0008441,500m,製造,YC-08,28.82,50.9,0.9,120.14,122.05,1020.1,1385,0.01137,89.07,False
SC0008442,500m,製造,YC-08,27.98,50.5,0.9,120.0,122.02,1020.1,746,0.01052,89.05,False
SC0008443,1200m,製造,YC-08,28.36,50.6,0.9,120.0,122.01,1020.4,1038,0.01155,89.08,False
SC0008444,100m,研究所テスト,YC-08,28.79,50.8,0.9,120.06,122.03,1020.0,1367,0.01217,89.04,True
SC0008445,500m,製造,YC-08,28.54,50.5,0.9,120.0,122.03,1020.0,907,0.01087,89.04,True
SC0008446,1000m,製造,YC-08,27.31,50.3,0.9,120.07,122.03,1020.2,552,0.01038,89.04,True
SC0008447,300m,製造,YC-08,27.91,50.4,0.9,120.0,122.07,1020.2,691,0.01103,89.08,False
SC0008448,1500m,製造,YC-08,28.53,50.7,0.9,120.12,122.12,1020.4,1163,0.01242,89.06,False
SC0008449,1200m,試作品,YC-08,27.38,50.2,0.9,120.0,122.02,1020.0,353,0.0102,89.04,False
SC0008450,1500m,製造,YC-08,28.82,50.9,0.9,120.0,122.01,1020.0,1385,0.01151,89.08,False
SC0008451,500m,製造,YC-08,27.18,50.1,0.9,120.01,122.01,1020.0,136,0.01008,89.05,False
SC0008452,1200m,製造,YC-08,27.58,50.2,0.9,120.0,122.03,1020.0,330,0.01013,89.04,False
SC0008453,1500m,製造,YC-08,28.45,50.7,0.9,120.12,122.24,1020.4,1107,0.01099,89.07,False
SC0008454,1500m,製造,YC-08,29.73,51.3,0.9,120.0,122.03,1020.3,2079,0.01288,89.08,False
SC0008455,1000m,製造,YC-08,27.64,50.2,0.9,120.0,122.03,1020.1,185,0.01017,89.05,False
SC0008456,1000m,製造,YC-08,27.72,50.3,0.9,120.0,122.06,1020.0,547,0.01016,89.04,False
SC0008457,1500m,製造,YC-08,28.36,50.6,0.9,120.0,122.05,1020.1,1038,0.01062,89.06,False
SC0008458,1500m,製造,YC-08,28.09,50.5,0.9,120.16,122.13,1021.4,830,0.01173,89.06,False
SC0008459,500m,製造,YC-08,29.27,,0.9,120.0,122.01,1020.2,1726,0.01223,89.06,False
SC0008460,1000m,製造,YC-08,27.58,50.3,0.9,120.09,122.19,1020.4,422,0.01044,89.04,False
SC0008461,1000m,製造,YC-08,28.17,50.6,0.9,120.05,122.02,1020.1,1010,0.0108,89.03,False
SC0008462,1500m,製造,YC-08,27.73,50.3,0.9,120.0,122.04,1020.0,552,0.01022,89.11,False
SC0008463,1500m,製造,YC-08,29.79,50.8,0.9,120.62,122.21,1021.7,1274,0.01316,89.06,False
SC0008464,1200m,製造,YC-08,27.91,50.4,0.9,120.05,122.01,1020.1,691,0.01055,89.03,False
SC0008465,1500m,製造,YC-08,27.64,50.3,0.9,120.0,122.0,1020.0,483,0.01019,89.13,False
SC0008466,1000m,製造,YC-08,28.09,50.5,0.9,120.03,122.04,1020.1,830,0.01091,89.04,False
SC0008467,500m,製造,YC-08,27.83,50.3,0.9,120.03,122.03,1020.2,830,0.01082,89.09,False
SC0008468,1200m,製造,YC-08,27.95,50.4,0.9,120.0,122.02,1020.1,726,0.0105,89.03,False
SC0008469,1200m,試作品,YC-08,28.71,50.6,0.9,120.0,122.0,1020.0,470,0.01129,89.02,False
SC0008470,1500m,製造,YC-08,28.25,50.6,0.9,120.0,122.18,1020.5,951,0.01104,89.05,False
SC0008471,500m,製造,YC-08,28.32,50.4,0.9,120.02,122.01,1020.1,668,0.01069,89.04,False
SC0008472,1500m,製造,YC-08,29.07,51.0,0.9,122.32,122.77,1023.2,1579,0.01266,89.3,False
SC0008473,1000m,製造,YC-08,27.41,50.6,0.9,120.12,122.04,1020.3,1038,0.01072,89.1,False
SC0008474,1000m,製造,YC-08,28.85,50.4,0.9,120.24,122.17,1020.3,691,0.01041,89.04,False
SC0008475,1500m,製造,YC-08,27.64,50.3,0.9,120.0,122.25,1020.5,483,0.01058,89.07,False
SC0008476,1200m,製造,YC-08,27.83,50.3,0.9,120.01,122.01,1020.0,497,0.01035,89.07,False
SC0008477,1200m,製造,YC-08,29.47,51.2,0.9,120.0,122.0,1020.1,1884,0.01112,89.08,False
SC0008478,1200m,製造,YC-08,27.47,50.4,0.9,120.0,122.05,1020.2,691,0.01089,89.06,False
SC0008479,300m,製造,YC-08,28.41,50.7,0.9,120.09,122.09,1020.3,1107,0.01132,89.04,False
SC0008480,1000m,製造,YC-08,28.91,50.9,0.9,120.09,122.05,1020.3,1454,0.01288,89.12,False
SC0008481,500m,製造,YC-08,28.43,50.6,0.9,120.0,122.01,1020.2,968,0.01154,89.03,False
SC0008482,1500m,製造,YC-08,27.47,50.2,0.9,120.22,122.11,1020.7,275,0.01036,89.06,False
SC0008483,500m,製造,YC-08,28.82,50.9,0.9,120.14,122.09,1020.3,1579,0.01151,89.06,False
SC0008484,1500m,製造,YC-08,27.91,50.4,0.9,120.0,122.02,1020.3,691,0.01144,89.07,False
SC0008485,300m,製造,YC-08,29.45,51.2,0.9,120.42,122.28,1020.3,1870,0.01185,89.07,False
SC0008486,1200m,製造,YC-08,27.05,50.3,0.9,120.1,122.06,1020.2,413,0.01037,89.04,False
SC0008487,1000m,製造,YC-08,29.31,51.2,0.9,120.18,122.36,1020.7,1940,0.01173,89.09,False
SC0008488,300m,製造,YC-08,28.07,50.6,0.9,120.01,122.01,1020.0,1038,0.01082,89.04,False
SC0008489,1500m,製造,YC-08,29.54,51.2,0.9,120.0,122.06,1020.6,1940,0.01231,89.09,False
SC0008490,1200m,製造,YC-08,27.22,50.1,0.9,120.0,122.11,1020.4,164,0.01023,89.04,False
SC0008491,1200m,製造,YC-08,27.09,50.7,0.9,120.16,122.03,1020.5,1107,0.01198,89.13,False
SC0008492,1200m,製造,YC-08,27.94,50.4,0.9,120.0,122.01,1020.2,717,0.01071,89.02,False
SC0008493,1200m,試作品,YC-08,28.36,50.6,0.9,120.0,122.01,1020.1,1038,0.01103,89.04,False
SC0008494,1000m,製造,YC-08,27.91,50.4,0.9,120.0,122.01,1020.0,818,0.01055,89.04,False
SC0008495,1200m,製造,YC-08,29.45,51.2,0.9,120.09,122.02,1020.1,1870,0.01185,89.26,False
SC0008496,1000m,製造,YC-08,27.91,50.4,0.9,120.12,122.16,1020.6,691,0.01096,89.05,False
SC0008497,1200m,製造,YC-08,28.09,50.5,0.9,120.0,122.21,1020.4,830,0.01066,89.07,False
SC0008498,1500m,製造,YC-08,28.69,50.8,0.9,120.23,122.23,1020.3,1284,0.01076,89.03,False
SC0008499,1000m,製造,YC-08,29.27,51.1,0.9,120.06,122.01,1020.1,1732,0.01086,89.25,False
SC0008500,1000m,製造,YC-08,27.82,50.4,0.9,120.09,122.01,1020.1,621,0.01037,89.03,False
SC0008501,1500m,製造,YC-08,27.5,50.2,0.9,120.0,122.09,1020.2,379,0.0103,89.04,False
SC0008502,1200m,製造,YC-08,27.8,50.4,0.9,120.1,122.03,1020.1,691,0.01062,89.04,False
SC0008503,1000m,製造,YC-08,28.71,50.8,0.9,120.13,122.11,1020.3,1303,0.01103,89.03,True
SC0008504,1200m,製造,YC-08,27.64,50.3,0.9,120.03,122.06,1020.1,483,0.01029,89.06,False
SC0008505,1200m,製造,YC-08,29.48,51.1,0.9,120.0,122.05,1020.2,1038,0.01134,89.04,False
SC0008506,1200m,製造,YC-08,27.5,50.6,0.9,120.0,122.01,1020.0,448,0.01038,89.03,False
SC0008507,1000m,製造,YC-08,29.0,50.9,0.9,120.0,122.02,1020.1,1524,0.01121,89.04,False
SC0008508,500m,製造,YC-08,27.73,50.3,0.9,120.0,122.09,1020.1,552,0.01038,89.05,False
SC0008509,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.43,1021.3,691,0.01117,89.08,False
SC0008510,1000m,製造,YC-08,28.05,50.5,0.9,120.09,122.03,1020.2,800,0.01103,89.03,False
SC0008511,1500m,試作品,YC-08,27.73,50.3,0.9,120.0,122.09,1020.1,552,0.01027,89.05,False
SC0008512,500m,製造,YC-08,29.27,51.1,0.9,120.02,122.04,1020.1,1732,0.01429,89.06,False
SC0008513,1200m,製造,YC-08,28.27,50.6,0.9,120.0,122.01,1020.1,968,0.01087,89.07,False
SC0008514,500m,製造,YC-08,27.64,50.3,0.901,120.0,122.01,1020.0,446,0.01048,89.04,False
SC0008515,1000m,製造,YC-08,27.95,50.4,0.9,120.02,122.02,1020.0,726,0.0105,89.03,False
SC0008516,1000m,製造,YC-08,29.22,51.0,0.9,120.0,122.06,1020.2,1688,0.01251,89.05,False
SC0008517,500m,製造,YC-08,28.73,50.8,0.9,120.0,122.05,1020.2,1315,0.01104,89.04,False
SC0008518,1500m,製造,YC-08,27.58,50.3,0.9,120.0,122.09,1020.4,483,0.01029,89.05,False
SC0008519,1500m,製造,YC-08,27.6,50.3,0.9,120.18,122.07,1021.0,451,0.0104,89.07,False
SC0008520,1200m,製造,YC-08,27.57,50.3,0.9,120.08,122.02,1020.5,434,0.01065,89.02,False
SC0008521,1500m,製造,YC-08,27.04,50.3,0.9,120.0,122.19,1020.8,552,0.0111,89.05,False
SC0008522,1500m,製造,YC-08,29.27,51.1,0.9,120.14,122.02,1020.2,1732,0.01155,89.12,False
SC0008523,1000m,製造,YC-08,27.13,50.1,0.9,120.01,122.0,1020.0,94,0.01015,89.04,False
SC0008524,1500m,製造,YC-08,28.09,50.5,0.9,120.0,122.01,1020.1,830,0.01066,89.08,False
SC0008525,500m,製造,YC-08,28.14,50.4,0.9,120.0,122.01,1020.1,663,0.01105,89.03,False
SC0008526,1500m,製造,YC-08,28.09,50.5,0.9,120.0,122.03,1020.8,830,0.01148,89.08,False
SC0008527,1200m,製造,YC-08,27.55,50.3,0.9,120.0,122.01,1020.1,413,0.01029,89.03,False
SC0008528,1200m,製造,YC-08,27.42,50.3,0.9,120.0,122.03,1020.1,434,0.01048,89.01,False
SC0008529,1000m,製造,YC-08,27.75,50.4,0.9,120.05,122.09,1020.3,566,0.01118,89.07,False
SC0008530,1200m,製造,YC-08,27.58,50.6,0.9,120.0,122.03,1020.2,1038,0.01093,89.05,False
SC0008531,1500m,製造,YC-08,27.36,50.2,0.9,121.07,122.05,1021.2,275,0.01022,89.12,False
SC0008532,300m,製造,YC-08,27.43,50.2,0.9,120.0,122.47,1022.7,169,0.01113,89.06,False
SC0008533,1500m,製造,YC-08,27.61,50.7,0.9,120.0,122.45,1020.8,1180,0.0107,89.08,False
SC0008534,1200m,製造,YC-08,27.27,50.1,0.9,120.0,122.05,1020.1,205,0.01014,89.01,False
SC0008535,1200m,試作品,YC-08,28.82,50.9,0.9,120.0,122.32,1020.6,1400,0.01124,89.08,False
SC0008536,1000m,製造,YC-08,30.18,51.5,0.9,120.0,122.05,1020.6,2426,0.01288,89.09,False
SC0008537,1500m,製造,YC-08,28.64,50.8,0.9,120.0,122.13,1020.2,1246,0.01099,89.05,False
SC0008538,1200m,製造,YC-08,28.82,50.9,0.9,120.0,122.09,1020.5,1385,0.01137,89.14,False
SC0008539,500m,製造,YC-08,28.91,50.9,0.9,120.05,122.09,1020.3,1454,0.01216,89.05,False
SC0008540,1200m,製造,YC-08,27.68,50.3,0.9,120.0,122.01,1020.2,517,0.01088,89.03,False
SC0008541,1200m,製造,YC-08,27.5,50.2,0.9,120.0,122.02,1020.1,330,0.01023,89.04,True
SC0008542,1000m,製造,YC-08,27.07,50.2,0.9,120.26,122.03,1020.5,288,0.01026,89.07,False
SC0008543,500m,試作品,YC-08,28.69,50.8,0.9,120.0,122.09,1020.2,1288,0.01102,89.3,False
SC0008544,1200m,製造,YC-08,27.16,50.3,0.9,120.0,122.05,1020.2,457,0.01046,89.05,False
SC0008545,1200m,試作品,YC-08,31.06,50.8,0.9,120.47,122.03,1020.7,1246,0.01136,89.08,False
SC0008546,1200m,製造,YC-08,27.18,50.1,0.9,120.05,122.09,1020.1,136,0.01012,89.05,False
SC0008547,500m,製造,YC-08,27.88,50.3,0.9,120.02,122.0,1020.1,441,0.01031,89.04,False
SC0008548,1200m,製造,YC-08,28.03,50.3,0.9,120.0,122.01,1020.2,497,0.01059,89.04,True
SC0008549,1200m,製造,YC-08,27.82,50.4,0.9,120.0,122.0,1020.0,621,0.01037,89.04,False
SC0008550,1000m,製造,YC-08,29.73,51.3,0.9,121.1,122.38,1022.1,2079,0.01371,89.1,False
SC0008551,1500m,製造,YC-08,28.18,50.6,0.9,120.0,122.06,1020.7,899,0.01107,89.05,False
SC0008552,1200m,製造,YC-08,27.62,50.3,0.9,120.0,122.08,1020.1,469,0.01033,89.03,False
SC0008553,1000m,製造,YC-08,27.28,50.1,0.9,120.04,122.04,1020.1,691,0.01041,89.05,False
SC0008554,1500m,製造,YC-08,27.16,50.1,0.9,120.01,122.02,1020.0,122,0.01009,89.05,False
SC0008555,500m,製造,YC-08,27.9,50.3,0.9,120.0,122.06,1020.1,330,0.0103,89.05,False
SC0008556,500m,製造,YC-08,28.03,50.6,0.9,120.0,122.04,1020.5,760,0.01189,89.08,False
SC0008557,1000m,製造,YC-08,27.94,50.4,0.9,120.01,122.0,1020.0,691,0.01062,89.03,False
SC0008558,1000m,試作品,YC-08,27.29,50.1,0.9,120.05,122.02,1020.2,219,0.01037,89.02,False
SC0008559,1500m,製造,YC-08,28.82,50.9,0.9,120.0,122.04,1021.3,1385,0.01192,89.08,False
SC0008560,1200m,製造,YC-08,27.31,50.4,0.9,120.0,122.11,1020.4,483,0.01034,89.04,False
SC0008561,1000m,製造,YC-08,28.74,50.8,0.9,120.0,122.02,1020.0,1329,0.01105,89.05,False
SC0008562,1000m,製造,YC-08,31.54,51.3,0.9,120.0,122.09,1020.1,2079,0.01165,89.07,False
SC0008563,1000m,製造,YC-08,31.28,50.9,0.9,120.15,122.18,1020.7,1454,0.01144,89.09,False
SC0008564,300m,製造,YC-08,29.73,51.3,0.9,120.13,122.03,1020.4,2079,0.01247,89.12,False
SC0008565,1000m,製造,YC-08,28.0,50.5,0.9,120.05,122.09,1020.1,760,0.01076,89.03,False
SC0008566,300m,試作品,YC-08,28.6,50.8,0.9,120.05,122.09,1020.2,1350,0.01133,89.05,False
SC0008567,1000m,製造,YC-08,29.22,51.0,0.9,120.44,122.44,1020.7,1688,0.01201,89.06,False
SC0008568,1500m,製造,YC-08,27.84,50.4,0.9,120.01,122.01,1020.0,635,0.01063,89.03,False
SC0008569,1000m,製造,YC-08,28.44,50.4,0.9,120.02,122.0,1020.0,575,0.0104,89.02,False
SC0008570,1000m,製造,YC-08,28.09,50.5,0.9,120.03,122.0,1020.1,821,0.01082,89.04,False
SC0008571,500m,製造,YC-08,27.89,50.4,0.9,120.0,122.01,1020.0,674,0.01074,89.05,False
SC0008572,1500m,製造,YC-08,31.53,51.0,0.9,120.01,122.0,1020.0,1652,0.01147,89.09,False
SC0008573,1200m,製造,YC-08,27.78,50.3,0.9,120.04,122.02,1020.2,656,0.01072,89.05,False
SC0008574,1500m,製造,YC-08,27.53,50.2,0.9,120.0,122.09,1020.2,275,0.01033,89.04,False
SC0008575,300m,製造,YC-08,28.53,50.7,0.9,120.0,122.02,1020.0,1163,0.01069,89.04,False
SC0008576,1000m,試作品,YC-08,28.09,50.5,0.9,120.03,122.05,1020.0,830,0.01058,89.06,False
SC0008577,1200m,製造,YC-08,28.27,50.6,0.9,120.0,122.01,1020.1,968,0.01048,89.12,False
SC0008578,500m,製造,YC-08,27.5,50.2,0.9,120.0,122.64,1022.6,1385,0.01234,89.1,False
SC0008579,1500m,製造,YC-08,28.0,50.5,0.9,120.09,122.01,1020.2,760,0.01128,89.03,False
SC0008580,1200m,製造,YC-08,28.09,50.5,0.9,120.0,122.22,1020.6,830,0.01099,89.05,False
SC0008581,1000m,製造,YC-08,28.05,50.4,0.9,120.0,122.05,1020.2,691,0.01055,89.1,False
SC0008582,1200m,製造,YC-08,28.82,50.9,0.9,120.05,122.09,1020.2,1385,0.0111,89.06,False
SC0008583,500m,製造,YC-08,28.27,50.6,0.9,120.05,122.05,1020.1,968,0.01058,89.11,False
SC0008584,500m,製造,YC-08,27.49,50.3,0.9,120.0,122.0,1020.0,441,0.01013,89.06,False
SC0008585,1200m,製造,YC-08,30.03,51.2,0.9,120.0,122.16,1020.6,1315,0.01117,89.06,True
SC0008586,1200m,製造,YC-08,28.71,50.8,0.9,120.11,122.23,1020.9,1300,0.01193,89.06,False
SC0008587,1200m,製造,YC-08,28.55,50.4,0.9,120.02,122.02,1020.0,580,0.0104,89.03,False
SC0008588,1000m,製造,YC-08,27.11,50.3,0.9,120.01,122.0,1020.0,472,0.01042,89.02,False
SC0008589,500m,製造,YC-08,29.27,51.1,0.9,120.13,122.26,1020.6,1732,0.0124,89.05,True
SC0008590,1200m,製造,YC-08,28.82,50.9,0.9,120.0,122.33,1020.4,1385,0.01096,89.06,False
SC0008591,1200m,製造,YC-08,27.74,50.3,0.9,120.0,122.17,1020.3,571,0.01039,89.05,False
SC0008592,1200m,試作品,YC-08,29.64,50.5,0.9,120.01,122.02,1020.0,830,0.01049,89.07,False
SC0008593,500m,製造,YC-08,28.53,50.7,0.9,120.34,122.2,1020.8,1163,0.01173,89.05,False
SC0008594,1500m,製造,YC-08,28.09,50.5,0.9,120.0,122.05,1020.2,830,0.01099,89.04,False
SC0008595,30m,研究所テスト,YC-08,29.22,51.0,0.9,120.07,122.07,1020.1,1688,0.01385,89.07,False
SC0008596,1200m,製造,YC-08,29.97,50.9,0.9,120.0,122.19,1020.8,1524,0.01076,89.1,False
SC0008597,1200m,製造,YC-08,28.0,50.5,0.9,120.0,122.03,1020.1,760,0.01068,89.06,False
SC0008598,500m,製造,YC-08,27.59,50.9,0.9,120.1,122.04,1020.3,1471,0.01088,89.04,False
SC0008599,1200m,製造,YC-08,27.9,50.3,0.9,120.04,122.04,1020.2,552,0.01066,89.08,False
SC0008600,1200m,試作品,YC-08,27.84,,0.9,120.0,122.03,1020.0,301,0.01015,89.06,False
SC0008601,1000m,製造,YC-08,29.34,50.5,0.9,120.16,122.16,1020.6,734,0.0108,89.03,False
SC0008602,1000m,製造,YC-08,27.73,50.3,0.9,120.03,122.02,1020.1,552,0.01066,89.03,False
SC0008603,1000m,製造,YC-08,30.18,51.5,0.9,120.0,122.5,1021.6,2426,0.01625,89.17,False
SC0008604,1200m,製造,YC-08,28.09,50.5,0.9,120.0,122.03,1020.1,830,0.01066,89.03,False
SC0008605,1200m,製造,YC-08,29.22,51.0,0.9,120.0,122.02,1020.4,1688,0.01084,89.05,False
SC0008606,500m,製造,YC-08,28.43,51.6,0.9,120.0,122.17,1020.4,1801,0.01179,89.08,False
SC0008607,500m,製造,YC-08,28.16,50.5,0.9,120.08,122.08,1020.2,885,0.01079,89.05,False
SC0008608,500m,製造,YC-08,27.58,51.5,0.9,120.0,122.09,1020.8,2426,0.01313,89.09,False
SC0008609,1200m,製造,YC-08,29.41,50.8,0.9,120.0,122.44,1021.2,1315,0.01157,89.06,False
SC0008610,100m,研究所テスト,YC-08,28.43,50.9,0.9,120.09,122.09,1020.2,1385,0.0111,89.06,False
SC0008611,1500m,製造,YC-08,27.27,50.1,0.9,120.05,122.09,1020.3,205,0.01027,89.09,False
SC0008612,1200m,製造,YC-08,27.52,50.9,0.9,120.0,122.09,1020.3,1454,0.01231,89.08,False
SC0008613,300m,製造,YC-08,27.55,50.3,0.9,120.0,122.03,1020.3,413,0.01037,89.04,False
SC0008614,1000m,製造,YC-08,28.1,50.4,0.9,120.06,122.06,1020.2,1107,0.0111,89.05,False
SC0008615,1000m,製造,YC-08,27.83,50.4,0.9,120.02,122.04,1020.1,691,0.01158,89.05,False
SC0008616,1500m,製造,YC-08,28.27,50.6,0.9,120.23,122.09,1021.5,968,0.01125,89.17,False
SC0008617,1500m,製造,YC-08,29.73,51.3,0.9,120.05,122.09,1020.2,2079,0.01165,89.07,False
SC0008618,1500m,製造,YC-08,27.68,,0.9,120.13,122.04,1020.4,517,0.01067,89.08,False
SC0008619,1200m,製造,YC-08,27.21,50.1,0.9,120.18,122.1,1020.2,413,0.01025,89.02,True
SC0008620,1200m,試作品,YC-08,27.79,50.4,0.9,120.0,122.09,1020.1,602,0.01042,89.02,False
SC0008621,1000m,製造,YC-08,30.22,50.7,0.9,120.06,122.03,1020.3,1107,0.0111,89.03,True
SC0008622,1200m,製造,YC-08,27.91,50.4,0.9,120.2,122.06,1020.4,691,0.01069,89.04,False
SC0008623,300m,製造,YC-08,27.14,50.3,0.9,120.0,122.09,1020.2,517,0.01041,89.03,False
