ロット番号,塗布長,種別,号機,コーター部温度,コーター部相対湿度,ポンプ圧力,乾燥ゾーン1温度,乾燥ゾーン2温度,UV照度,ランプ点灯時間,チャンバー内O2濃度,UVロール温度,ブリードアウト,date_col,塗布材料
SC0012034,300m,製造,YC-08,28.39,50.5,0.9,120.0,122.09,1020.2,830,0.01066,89.08,True,2025-03-20,B
SC0012035,500m,製造,YC-08,28.5,50.6,0.9,120.0,122.01,1020.0,483,0.01038,89.05,False,2025-03-20,A
SC0012036,500m,製造,YC-08,30.91,51.5,0.914,120.0,122.26,1020.4,1312,0.01117,89.05,False,2025-03-20,B
SC0012037,500m,製造,YC-08,27.91,50.4,0.9,120.07,122.04,1020.3,691,0.01055,89.05,True,2025-03-20,B
SC0012038,1000m,製造,YC-08,27.91,50.4,0.9,120.01,122.0,1020.0,691,0.01048,89.03,False,2025-03-20,A
SC0012039,1200m,製造,YC-08,30.82,50.9,0.9,120.0,122.01,1020.0,1524,0.01136,89.05,False,2025-03-20,A
SC0012040,1000m,製造,YC-08,30.17,50.8,0.9,120.02,122.05,1020.2,1246,0.0126,89.07,True,2025-03-20,B
SC0012041,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.07,1020.1,691,0.01062,89.04,False,2025-03-20,A
SC0012042,1000m,製造,YC-08,28.45,50.9,0.9,120.18,122.36,1021.1,1454,0.01231,89.09,False,2025-03-20,A
SC0012043,1500m,製造,YC-08,29.31,50.6,0.9,120.0,122.03,1020.6,1038,0.01124,89.04,False,2025-03-20,A
SC0012044,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.02,1020.1,691,0.01076,89.04,False,2025-03-20,A
SC0012045,1200m,製造,YC-08,27.82,50.4,0.9,120.05,122.06,1020.2,584,0.01056,89.05,False,2025-03-20,A
SC0012046,1200m,試作品,YC-08,27.32,50.2,0.9,120.14,122.09,1020.2,240,0.01029,89.03,True,2025-03-20,A
SC0012047,1000m,試作品,YC-08,27.47,50.2,0.9,120.05,122.05,1020.1,356,0.01046,89.01,False,2025-03-20,A
SC0012048,100m,研究所テスト,YC-08,28.45,51.4,0.9,120.25,122.03,1020.7,2426,0.01216,89.08,False,2025-03-20,A
SC0012049,1200m,製造,YC-08,30.1,51.2,0.9,120.33,122.16,1020.5,1099,0.01131,89.08,True,2025-03-20,A
SC0012050,1500m,製造,YC-08,28.73,50.8,0.9,120.05,122.09,1020.1,1315,0.01078,89.1,False,2025-03-20,A
SC0012051,1500m,製造,YC-08,28.54,50.6,0.9,120.0,122.02,1020.2,691,0.01103,89.15,False,2025-03-20,A
SC0012052,500m,製造,YC-08,29.04,50.9,0.9,120.0,122.01,1020.1,1385,0.01096,89.1,False,2025-03-20,A
SC0012053,1000m,製造,YC-08,27.74,50.6,0.9,120.06,122.03,1020.1,1038,0.01103,89.03,False,2025-03-20,A
SC0012054,1200m,製造,YC-08,27.13,50.3,0.9,120.0,122.08,1020.2,413,0.01033,89.06,False,2025-03-20,A
SC0012055,1200m,製造,YC-08,28.05,50.2,0.9,120.0,122.21,1020.3,344,0.01038,89.05,True,2025-03-20,B
SC0012056,1000m,製造,YC-08,27.58,50.3,0.9,120.01,122.01,1020.0,379,0.01034,89.02,False,2025-03-20,A
SC0012057,1200m,製造,YC-08,27.5,50.2,0.9,120.14,122.12,1020.6,380,0.01042,89.05,False,2025-03-20,A
SC0012058,1200m,試作品,YC-08,28.73,50.8,0.9,120.19,122.19,1020.8,1315,0.0117,89.05,False,2025-03-20,A
SC0012059,1200m,製造,YC-08,29.48,51.3,0.9,120.0,122.51,1021.7,2079,0.01309,89.23,False,2025-03-20,A
SC0012060,1200m,製造,YC-08,27.08,50.1,0.9,120.0,122.2,1020.4,691,0.0111,89.04,False,2025-03-20,A
SC0012061,1500m,製造,YC-08,27.57,50.9,0.9,120.04,122.01,1020.1,1426,0.01141,89.05,True,2025-03-20,A
SC0012062,1000m,製造,YC-08,30.05,51.4,0.9,120.0,122.09,1020.2,2328,0.01185,89.08,False,2025-03-20,A
SC0012063,1200m,製造,YC-08,27.27,50.1,0.9,120.14,122.01,1020.2,205,0.01023,89.05,False,2025-03-20,A
SC0012064,1200m,製造,YC-08,29.36,51.1,0.9,120.0,122.1,1020.2,1801,0.01304,89.06,True,2025-03-20,B
SC0012065,100m,研究所テスト,YC-08,28.89,50.7,0.9,120.01,122.01,1020.0,1107,0.01055,89.07,True,2025-03-20,B
SC0012066,500m,製造,YC-08,27.53,50.3,0.9,120.11,122.15,1020.2,552,0.01027,89.07,False,2025-03-20,A
SC0012067,1500m,製造,YC-08,27.65,50.3,0.9,120.14,122.04,1020.1,497,0.01054,89.02,False,2025-03-20,A
SC0012068,1500m,試作品,YC-08,27.66,51.0,0.9,120.0,122.0,1020.0,830,0.01074,89.04,True,2025-03-20,A
SC0012069,300m,製造,YC-08,29.19,51.0,0.9,120.0,122.02,1020.1,1671,0.01315,89.05,False,2025-03-20,A
SC0012070,1200m,製造,YC-08,28.69,50.8,0.9,120.0,122.12,1020.4,1284,0.01178,89.04,False,2025-03-20,A
SC0012071,500m,製造,YC-08,27.77,50.5,0.9,120.16,122.03,1020.1,842,0.01059,89.03,True,2025-03-20,A
SC0012072,1200m,製造,YC-08,27.85,50.6,0.9,120.0,122.02,1020.1,968,0.01106,89.03,False,2025-03-20,A
SC0012073,300m,試作品,YC-08,28.65,50.8,0.9,120.07,122.07,1020.4,1385,0.01261,89.17,False,2025-03-20,A
SC0012074,1000m,製造,YC-08,28.36,50.6,0.9,120.0,122.02,1020.0,1038,0.01052,89.04,True,2025-03-20,A
SC0012075,1500m,製造,YC-08,27.64,50.3,0.9,120.0,122.05,1020.1,483,0.01038,89.09,False,2025-03-20,A
SC0012076,300m,製造,YC-08,28.54,50.7,0.9,120.03,122.02,1020.1,1177,0.01128,89.05,False,2025-03-20,A
SC0012077,1500m,製造,YC-08,27.1,50.0,0.9,120.09,122.17,1020.3,413,0.01029,89.12,False,2025-03-20,A
SC0012078,1500m,製造,YC-08,29.54,51.2,0.9,121.41,122.94,1023.3,1940,0.0125,89.19,True,2025-03-20,B
SC0012079,1200m,製造,YC-08,27.73,50.3,0.9,120.0,122.01,1020.0,552,0.01044,89.02,False,2025-03-20,A
SC0012080,1000m,試作品,YC-08,28.01,50.5,0.902,120.02,122.02,1020.1,538,0.01086,89.02,False,2025-03-20,A
SC0012081,1200m,製造,YC-08,28.49,50.7,0.9,120.14,122.01,1020.1,1137,0.01068,89.03,False,2025-03-20,A
SC0012082,500m,製造,YC-08,28.36,50.6,0.9,120.14,122.04,1020.2,1038,0.01175,89.05,False,2025-03-20,A
SC0012083,1200m,製造,YC-08,28.14,50.5,0.9,120.0,122.07,1020.4,864,0.01069,89.05,True,2025-03-20,B
SC0012084,500m,製造,YC-08,30.78,50.7,0.9,120.21,122.13,1020.6,1173,0.01151,89.03,True,2025-03-20,B
SC0012085,1200m,製造,YC-08,28.06,50.4,0.9,120.0,122.11,1020.7,830,0.01132,89.1,False,2025-03-20,A
SC0012086,300m,製造,YC-08,27.91,51.3,0.9,120.05,122.05,1020.2,2077,0.01268,89.08,False,2025-03-20,A
SC0012087,1200m,製造,YC-08,27.84,50.6,0.9,120.0,122.14,1020.7,913,0.01073,89.05,True,2025-03-20,B
SC0012088,1200m,製造,YC-08,28.36,50.6,0.9,120.0,122.0,1020.0,1038,0.01072,89.04,False,2025-03-20,A
SC0012089,1200m,製造,YC-08,27.82,50.4,0.9,120.0,122.03,1020.0,621,0.01093,89.04,False,2025-03-20,A
SC0012090,1000m,製造,YC-08,28.04,50.3,0.9,120.0,122.01,1020.0,413,0.01016,89.03,False,2025-03-20,A
SC0012091,1200m,製造,YC-08,28.82,50.9,0.9,120.0,122.02,1020.5,1385,0.01302,89.04,False,2025-03-20,A
SC0012092,1000m,製造,YC-08,29.22,51.0,0.9,120.0,122.06,1020.2,1688,0.01251,89.05,False,2025-03-20,A
SC0012093,1000m,製造,YC-08,27.95,50.4,0.9,120.17,122.34,1020.7,719,0.01071,89.06,False,2025-03-20,B
SC0012094,1000m,製造,YC-08,27.9,50.4,0.9,120.05,122.01,1020.2,580,0.01087,89.03,False,2025-03-20,A
SC0012095,1200m,製造,YC-08,32.65,51.1,0.9,120.0,122.45,1020.9,1732,0.01189,89.14,False,2025-03-20,A
SC0012096,1000m,製造,YC-08,27.54,50.3,0.9,120.0,122.2,1020.7,420,0.01101,89.04,False,2025-03-20,A
SC0012097,1000m,製造,YC-08,28.94,50.9,0.9,120.0,122.04,1020.1,1475,0.01132,89.04,False,2025-03-20,A
SC0012098,1000m,製造,YC-08,29.41,50.5,0.9,120.01,122.01,1020.0,830,0.01058,89.04,False,2025-03-20,A
SC0012099,500m,製造,YC-08,27.91,50.4,0.9,120.0,122.01,1020.1,691,0.01062,89.03,False,2025-03-20,A
SC0012100,1000m,製造,YC-08,27.6,50.3,0.9,120.0,122.05,1020.1,457,0.01036,89.03,False,2025-03-20,A
SC0012101,1000m,製造,YC-08,27.46,50.5,0.9,120.05,122.09,1020.4,830,0.01058,89.07,False,2025-03-20,A
SC0012102,500m,製造,YC-08,27.46,50.5,0.9,120.03,122.01,1020.1,830,0.01107,89.04,False,2025-03-20,A
SC0012103,1200m,製造,YC-08,27.58,50.4,0.9,120.01,122.0,1020.0,691,0.01096,89.08,False,2025-03-20,A
SC0012104,1200m,製造,YC-08,27.59,50.3,0.9,120.0,122.0,1020.0,448,0.01018,89.05,False,2025-03-20,A
SC0012105,1200m,製造,YC-08,27.68,50.3,0.9,120.01,122.0,1020.0,517,0.01036,89.05,False,2025-03-20,A
SC0012106,1200m,製造,YC-08,28.91,50.9,0.9,120.0,122.63,1021.3,1454,0.01087,89.25,False,2025-03-20,A
SC0012107,100m,研究所テスト,YC-08,28.21,50.5,0.9,120.0,122.1,1020.2,1385,0.01234,89.08,True,2025-03-20,B
SC0012108,1000m,製造,YC-08,30.18,51.5,0.9,120.0,122.02,1020.5,2426,0.01313,89.08,False,2025-03-20,B
SC0012109,1000m,製造,YC-08,28.45,50.7,0.9,120.0,122.02,1020.1,1107,0.01286,89.04,True,2025-03-20,B
SC0012110,1000m,製造,YC-08,29.18,51.0,0.9,120.0,122.09,1020.2,1662,0.01198,89.07,False,2025-03-20,A
SC0012111,500m,製造,YC-08,28.1,50.3,0.9,120.05,122.09,1020.1,483,0.01029,89.04,False,2025-03-20,A
SC0012112,1000m,製造,YC-08,27.54,50.6,0.9,120.17,122.35,1020.8,968,0.01163,89.08,True,2025-03-20,B
SC0012113,500m,製造,YC-08,28.93,51.5,0.9,120.0,122.09,1020.2,2426,0.01409,89.21,False,2025-03-20,A
SC0012114,1000m,製造,YC-08,27.91,50.4,0.9,120.18,122.22,1020.4,691,0.01055,89.05,False,2025-03-20,A
SC0012115,1200m,製造,YC-08,28.63,50.7,0.9,120.05,122.04,1020.2,1107,0.01165,89.05,False,2025-03-20,A
SC0012116,1200m,製造,YC-08,28.1,50.4,0.9,120.0,122.03,1020.1,691,0.01055,89.06,False,2025-03-20,A
SC0012117,1000m,製造,YC-08,32.29,52.1,0.9,120.06,122.01,1020.2,1874,0.01167,89.05,False,2025-03-20,A
SC0012118,1000m,製造,YC-08,28.88,50.7,0.9,120.21,122.15,1020.7,760,0.01121,89.03,False,2025-03-20,A
SC0012119,1500m,試作品,YC-08,28.59,50.6,0.9,120.0,122.58,1022.2,1246,0.01148,89.07,False,2025-03-20,A
SC0012120,1200m,製造,YC-08,27.97,50.2,0.9,120.0,122.01,1020.0,379,0.01026,89.02,True,2025-03-20,B
SC0012121,1000m,試作品,YC-08,28.9,50.4,0.9,120.0,122.09,1020.1,580,0.01023,89.05,False,2025-03-20,A
SC0012122,1000m,製造,YC-08,28.54,50.7,0.9,120.0,122.05,1020.1,1177,0.01093,89.04,False,2025-03-20,A
SC0012123,100m,研究所テスト,YC-08,28.32,50.5,0.9,120.19,122.37,1021.1,2079,0.0133,89.07,False,2025-03-20,A
SC0012124,500m,製造,YC-08,27.58,50.3,0.9,120.22,122.14,1020.4,441,0.01053,89.05,True,2025-03-20,B
SC0012125,500m,製造,YC-08,27.18,50.1,0.9,120.0,122.0,1020.0,136,0.01007,89.01,False,2025-03-20,A
SC0012126,1200m,製造,YC-08,27.36,50.1,0.9,120.3,122.3,1020.7,344,0.01027,89.05,False,2025-03-20,B
SC0012127,1200m,製造,YC-08,28.09,50.5,0.9,120.27,122.18,1020.3,830,0.01091,89.03,False,2025-03-20,A
SC0012128,1200m,試作品,YC-08,29.31,51.1,0.9,120.0,122.02,1020.1,1763,0.01157,89.05,False,2025-03-20,A
SC0012129,1000m,製造,YC-08,28.35,50.6,0.9,120.06,122.04,1020.1,1031,0.01143,89.03,False,2025-03-20,A
SC0012130,1500m,製造,YC-08,27.81,50.4,0.9,120.14,122.03,1020.1,613,0.01055,89.02,True,2025-03-20,A
SC0012131,1000m,試作品,YC-08,27.53,51.1,0.9,120.0,122.06,1020.1,981,0.01112,89.04,False,2025-03-20,A
SC0012132,1500m,製造,YC-08,27.52,50.3,0.9,120.04,122.08,1020.2,448,0.01036,89.07,False,2025-03-20,A
SC0012133,1200m,製造,YC-08,27.91,50.4,0.9,120.0,122.01,1020.3,691,0.01117,89.04,False,2025-03-20,A
SC0012134,1000m,製造,YC-08,27.53,50.5,0.9,120.39,122.26,1020.6,1321,0.01236,89.04,False,2025-03-20,A
SC0012135,1500m,製造,YC-08,27.46,50.2,0.9,120.0,122.0,1020.0,580,0.01069,89.06,False,2025-03-20,A
SC0012136,1200m,製造,YC-08,28.32,50.5,0.9,120.12,122.25,1020.7,512,0.01082,89.05,False,2025-03-20,A
SC0012137,1200m,製造,YC-08,27.58,50.3,0.9,120.05,122.01,1020.0,441,0.01022,89.02,False,2025-03-20,A
SC0012138,1200m,製造,YC-08,27.73,50.3,0.9,120.0,122.0,1020.0,552,0.01038,89.03,False,2025-03-20,A
SC0012139,1000m,製造,YC-08,28.74,50.4,0.9,120.0,122.04,1020.1,663,0.0104,89.05,False,2025-03-20,A
SC0012140,500m,製造,YC-08,29.27,51.1,0.9,120.0,122.05,1020.1,1726,0.01154,89.04,True,2025-03-20,B
SC0012141,1000m,製造,YC-08,29.25,50.5,0.9,120.0,122.08,1020.2,830,0.01124,89.05,False,2025-03-20,A
SC0012142,1500m,製造,YC-08,28.82,50.9,0.9,120.0,122.22,1021.1,1385,0.01137,89.19,True,2025-03-20,B
SC0012143,1200m,製造,YC-08,28.09,50.5,0.9,120.0,122.09,1020.3,830,0.01099,89.04,False,2025-03-20,A
SC0012144,1200m,製造,YC-08,27.85,50.4,0.9,120.05,122.09,1020.1,648,0.01013,89.12,False,2025-03-20,A
SC0012145,1200m,製造,YC-08,28.72,50.6,0.9,120.17,122.17,1020.4,899,0.01098,89.04,True,2025-03-20,A
SC0012146,1200m,製造,YC-08,28.68,50.4,0.9,120.0,122.0,1020.0,691,0.01062,89.04,False,2025-03-20,A
SC0012147,1000m,製造,YC-08,28.09,50.5,0.9,120.03,122.01,1020.0,830,0.01049,89.34,False,2025-03-20,A
SC0012148,1500m,製造,YC-08,28.18,50.6,0.9,120.01,122.01,1020.1,899,0.01027,89.04,False,2025-03-20,A
SC0012149,1000m,製造,YC-08,28.09,50.5,0.9,120.05,122.05,1020.2,830,0.01091,89.06,False,2025-03-20,A
SC0012150,1200m,製造,YC-08,29.22,51.0,0.9,120.0,122.03,1020.1,1688,0.01117,89.05,False,2025-03-20,A
SC0012151,1200m,製造,YC-08,28.09,50.5,0.9,120.05,122.05,1020.1,830,0.01091,89.03,False,2025-03-20,A
SC0012152,1000m,製造,YC-08,28.46,50.4,0.9,120.0,122.0,1020.0,639,0.01082,89.03,False,2025-03-20,A
SC0012153,1000m,製造,YC-08,27.38,,0.9,120.02,122.01,1020.0,247,0.01012,89.05,False,2025-03-20,A
SC0012154,300m,製造,YC-08,28.88,50.9,0.9,120.0,122.04,1020.1,1432,0.01142,89.04,False,2025-03-20,A
SC0012155,1200m,製造,YC-08,28.36,50.6,0.9,120.09,122.09,1020.2,1038,0.01175,89.04,True,2025-03-20,A
SC0012156,1200m,製造,YC-08,27.73,50.3,0.9,120.12,122.01,1020.3,830,0.01165,89.07,False,2025-03-20,A
SC0012157,1000m,試作品,YC-08,27.43,50.8,0.9,120.0,122.61,1021.9,1211,0.01168,89.13,False,2025-03-20,A
SC0012158,1200m,製造,YC-08,27.52,50.4,0.9,120.16,122.33,1020.7,691,0.01055,89.1,True,2025-03-20,B
SC0012159,1200m,製造,YC-08,28.27,50.6,0.9,120.05,122.09,1020.2,968,0.01106,89.07,True,2025-03-20,B
SC0012160,100m,研究所テスト,YC-08,29.54,50.9,0.9,120.25,122.25,1020.6,1454,0.01115,89.07,False,2025-03-20,A
SC0012161,1000m,製造,YC-08,27.82,50.4,0.901,120.07,122.14,1020.2,621,0.01062,89.03,True,2025-03-20,B
SC0012162,1200m,製造,YC-08,30.7,51.4,0.9,120.03,122.04,1020.2,1432,0.01284,89.04,True,2025-03-20,A
SC0012163,1200m,製造,YC-08,27.55,50.3,0.9,120.0,122.02,1020.1,413,0.01049,89.04,True,2025-03-20,A
SC0012164,1200m,製造,YC-08,27.73,50.3,0.9,120.0,122.05,1020.1,552,0.01016,89.06,False,2025-03-20,A
SC0012165,100m,研究所テスト,YC-08,29.14,50.9,0.9,120.05,122.09,1020.2,1454,0.01202,89.07,False,2025-03-20,A
SC0012166,1000m,製造,YC-08,27.25,50.1,0.9,120.16,122.16,1020.4,170,0.01027,89.05,True,2025-03-20,B
SC0012167,100m,研究所テスト,YC-08,27.48,51.5,0.9,120.16,122.33,1021.4,2426,0.01457,89.07,False,2025-03-20,A
SC0012168,500m,製造,YC-08,29.04,51.4,0.9,120.14,122.28,1020.5,1385,0.01124,89.05,False,2025-03-20,A
SC0012169,1000m,製造,YC-08,28.36,50.6,0.9,120.0,122.05,1020.3,1038,0.01082,89.04,False,2025-03-20,A
SC0012170,1500m,試作品,YC-08,28.73,50.8,0.9,120.04,122.04,1020.1,1315,0.01209,89.04,False,2025-03-20,A
SC0012171,1000m,製造,YC-08,28.24,50.6,0.9,120.19,122.19,1020.3,941,0.01131,89.05,False,2025-03-20,A
SC0012172,1200m,製造,YC-08,29.22,51.4,0.9,120.0,122.04,1020.1,1137,0.01214,89.03,True,2025-03-20,A
SC0012173,1000m,製造,YC-08,29.23,51.1,0.9,120.09,122.05,1020.4,1702,0.01236,89.05,False,2025-03-20,A
SC0012174,1200m,試作品,YC-08,27.9,50.3,0.9,120.02,122.01,1020.1,663,0.01086,89.03,False,2025-03-20,A
SC0012175,1200m,試作品,YC-08,27.47,50.2,0.9,120.01,122.0,1020.0,146,0.01016,89.04,False,2025-03-20,A
SC0012176,1000m,製造,YC-08,27.92,50.4,0.9,120.06,122.0,1020.0,696,0.01069,89.06,False,2025-03-20,A
SC0012177,1200m,製造,YC-08,28.82,50.9,0.9,120.11,122.04,1020.6,1385,0.01206,89.05,False,2025-03-20,B
SC0012178,1200m,試作品,YC-08,27.11,50.1,0.9,120.0,122.0,1020.0,80,0.01002,89.16,False,2025-03-20,A
SC0012179,1200m,試作品,YC-08,28.41,50.3,0.9,120.0,122.04,1020.2,497,0.01064,89.04,True,2025-03-20,B
SC0012180,1200m,製造,YC-08,28.09,50.2,0.9,120.0,122.04,1020.2,358,0.01046,89.03,False,2025-03-20,A
SC0012181,100m,研究所テスト,YC-08,29.89,51.2,0.9,120.13,122.01,1020.6,2079,0.01453,89.07,True,2025-03-20,B
SC0012182,1000m,製造,YC-08,30.18,51.5,0.9,120.05,122.08,1020.2,2426,0.01288,89.07,False,2025-03-20,A
SC0012183,1500m,製造,YC-08,28.74,50.8,0.9,120.0,122.08,1021.3,1329,0.01185,89.1,False,2025-03-20,B
SC0012184,1000m,製造,YC-08,28.09,50.5,0.9,120.14,122.07,1020.3,830,0.01107,89.03,False,2025-03-20,A
SC0012185,1200m,製造,YC-08,30.09,51.5,0.9,120.14,122.02,1020.3,2353,0.01256,89.07,False,2025-03-20,A
SC0012186,1200m,製造,YC-08,29.18,51.0,0.9,120.0,122.05,1020.2,1662,0.01165,89.15,False,2025-03-20,A
SC0012187,500m,製造,YC-08,27.88,50.7,0.9,120.05,122.01,1020.1,1107,0.01143,89.06,False,2025-03-20,A
SC0012188,1000m,製造,YC-08,28.82,,0.9,120.0,122.01,1020.1,1385,0.0111,89.04,False,2025-03-20,A
SC0012189,1000m,製造,YC-08,29.97,51.2,0.9,120.0,122.29,1020.5,1662,0.01165,89.09,True,2025-03-20,B
SC0012190,500m,製造,YC-08,28.56,50.4,0.9,120.02,122.02,1020.0,483,0.01072,89.02,False,2025-03-20,A
SC0012191,1000m,製造,YC-08,28.6,50.6,0.9,120.07,122.01,1020.4,1385,0.01261,89.08,True,2025-03-20,A
SC0012192,1200m,製造,YC-08,29.29,51.1,0.9,120.0,122.17,1020.5,1746,0.01225,89.05,False,2025-03-20,A
SC0012193,1000m,製造,YC-08,27.52,50.2,0.9,120.02,122.04,1020.1,691,0.01082,89.03,False,2025-03-20,B
SC0012194,1000m,製造,YC-08,30.18,51.5,0.9,120.0,122.05,1020.6,2426,0.01288,89.09,False,2025-03-20,A
SC0012195,100m,研究所テスト,YC-08,29.18,51.0,0.9,120.05,122.05,1020.3,1662,0.01198,89.07,False,2025-03-20,A
SC0012196,1200m,製造,YC-08,27.36,50.2,0.9,120.09,122.01,1020.2,275,0.01055,89.03,True,2025-03-20,A
SC0012197,1200m,製造,YC-08,28.06,50.4,0.9,120.56,122.07,1021.2,948,0.01122,89.05,True,2025-03-20,A
SC0012198,300m,製造,YC-08,27.99,,0.9,120.44,122.26,1020.8,1385,0.01179,89.05,False,2025-03-20,A
SC0012199,1200m,製造,YC-08,27.7,50.3,0.9,120.04,122.04,1020.2,531,0.01063,89.07,False,2025-03-20,A
SC0012200,100m,研究所テスト,YC-08,29.33,51.1,0.9,120.03,122.06,1020.1,1773,0.01158,89.1,False,2025-03-21,A
SC0012201,300m,製造,YC-08,28.39,50.7,0.9,120.0,122.03,1020.2,1163,0.01058,89.08,False,2025-03-21,A
SC0012202,500m,製造,YC-08,27.33,50.5,0.9,120.0,122.07,1020.4,830,0.01157,89.05,True,2025-03-21,A
SC0012203,1200m,製造,YC-08,28.46,50.7,0.9,120.0,122.0,1020.0,1114,0.01111,89.05,True,2025-03-21,B
SC0012204,1000m,製造,YC-08,27.51,50.2,0.902,120.3,122.3,1021.0,386,0.01038,89.05,False,2025-03-21,A
SC0012205,1200m,製造,YC-08,29.48,51.3,0.9,120.0,122.51,1021.7,2079,0.01309,89.23,False,2025-03-21,A
SC0012206,1200m,製造,YC-08,27.33,50.3,0.9,120.0,122.03,1020.1,441,0.01018,89.03,True,2025-03-21,A
SC0012207,1200m,製造,YC-08,28.0,50.4,0.9,120.02,122.04,1020.2,719,0.01129,89.04,True,2025-03-21,B
SC0012208,1500m,製造,YC-08,28.39,50.8,0.9,120.16,122.03,1021.1,1246,0.01124,89.08,False,2025-03-21,A
SC0012209,1200m,製造,YC-08,27.93,50.4,0.9,120.0,122.05,1020.1,731,0.01044,89.06,False,2025-03-21,A
SC0012210,1000m,製造,YC-08,27.44,50.2,0.9,120.0,122.01,1020.0,309,0.01013,89.04,False,2025-03-21,A
SC0012211,1500m,製造,YC-08,29.18,51.0,0.9,120.0,122.0,1020.0,1662,0.01066,89.07,False,2025-03-21,A
SC0012212,1200m,製造,YC-08,29.77,51.1,0.9,120.03,122.03,1020.0,1038,0.01093,89.05,False,2025-03-21,A
SC0012213,500m,試作品,YC-08,28.91,50.9,0.9,120.04,122.07,1020.2,1454,0.01216,89.08,False,2025-03-21,A
SC0012214,1200m,製造,YC-08,28.25,50.6,0.9,120.0,122.05,1020.1,951,0.01094,89.03,False,2025-03-21,A
SC0012215,300m,製造,YC-08,27.78,50.4,0.9,120.02,122.01,1020.0,592,0.01065,89.02,False,2025-03-21,A
SC0012216,1500m,製造,YC-08,29.17,51.0,0.9,120.0,122.07,1020.2,1652,0.01098,89.05,False,2025-03-21,A
SC0012217,1200m,製造,YC-08,27.47,50.7,0.9,120.03,122.02,1020.1,1177,0.01257,89.1,False,2025-03-21,A
SC0012218,500m,製造,YC-08,28.65,50.6,0.9,120.0,122.01,1020.0,899,0.01054,89.09,True,2025-03-21,B
SC0012219,500m,製造,YC-08,29.65,51.3,0.9,120.67,122.44,1020.9,2021,0.0118,89.06,True,2025-03-21,B
SC0012220,1500m,研究所テスト,YC-08,29.31,50.9,0.9,120.0,122.03,1020.6,1385,0.01288,89.06,True,2025-03-21,A
SC0012221,1000m,製造,YC-08,28.36,50.6,0.9,120.0,122.08,1020.2,1004,0.01082,89.04,False,2025-03-21,A
SC0012222,300m,製造,YC-08,28.82,50.9,0.9,120.0,122.11,1020.5,1280,0.0111,89.07,True,2025-03-21,B
SC0012223,1500m,試作品,YC-08,27.09,50.0,0.9,120.0,122.05,1020.0,66,0.01003,89.02,False,2025-03-21,A
SC0012224,1000m,製造,YC-08,29.37,50.9,0.9,120.0,122.04,1020.5,1385,0.0111,89.05,False,2025-03-21,A
SC0012225,1200m,製造,YC-08,27.38,50.2,0.9,120.0,122.0,1020.0,288,0.01009,89.03,False,2025-03-21,A
SC0012226,500m,製造,YC-08,27.23,50.1,0.9,120.05,122.09,1020.2,174,0.01014,89.08,False,2025-03-21,A
SC0012227,1200m,製造,YC-08,28.82,50.9,0.9,120.0,122.11,1020.5,1728,0.01179,89.05,False,2025-03-21,A
SC0012228,1500m,製造,YC-08,27.66,50.4,0.9,120.09,122.01,1020.2,663,0.01053,89.03,False,2025-03-21,A
SC0012229,1200m,製造,YC-08,28.45,50.7,0.9,120.0,122.09,1020.1,1107,0.01099,89.04,True,2025-03-21,A
SC0012230,1200m,製造,YC-08,27.5,50.2,0.9,120.0,122.0,1020.0,379,0.0103,89.02,False,2025-03-21,A
SC0012231,1000m,製造,YC-08,27.96,50.4,0.9,120.0,122.0,1020.0,413,0.01016,89.03,False,2025-03-21,A
SC0012232,1000m,製造,YC-08,29.54,51.2,0.9,120.05,122.09,1020.4,1940,0.01288,89.15,False,2025-03-21,A
SC0012233,500m,試作品,YC-08,28.73,50.8,0.9,120.0,122.05,1020.1,1315,0.01144,89.05,False,2025-03-21,A
SC0012234,1000m,製造,YC-08,28.09,50.5,0.9,120.14,122.13,1020.4,803,0.01107,89.03,False,2025-03-21,A
SC0012235,1000m,製造,YC-08,28.98,50.8,0.9,120.05,122.09,1020.3,804,0.01088,89.06,False,2025-03-21,A
SC0012236,300m,製造,YC-08,27.99,,0.9,120.44,122.26,1020.8,1385,0.01179,89.05,False,2025-03-21,A
SC0012237,1200m,製造,YC-08,27.37,50.2,0.9,120.0,122.09,1020.1,283,0.0102,89.03,False,2025-03-21,A
SC0012238,1200m,製造,YC-08,27.76,50.4,0.9,120.0,122.01,1020.1,575,0.01074,89.02,False,2025-03-21,B
SC0012239,500m,製造,YC-08,27.79,50.4,0.9,120.0,122.24,1020.5,602,0.01048,89.05,True,2025-03-21,B
SC0012240,1500m,製造,YC-08,29.54,51.2,0.9,120.0,122.04,1020.3,1940,0.01308,89.08,False,2025-03-21,A
SC0012241,1000m,試作品,YC-08,28.47,50.7,0.9,120.0,122.03,1020.1,1121,0.01045,89.04,False,2025-03-21,A
SC0012242,1500m,製造,YC-08,29.32,51.1,0.9,120.0,122.53,1021.3,1718,0.01153,89.12,False,2025-03-21,A
SC0012243,1000m,製造,YC-08,28.31,50.6,0.9,120.03,122.01,1020.0,996,0.01079,89.07,False,2025-03-21,A
SC0012244,1200m,製造,YC-08,28.33,50.4,0.901,120.0,122.01,1020.0,587,0.01076,89.04,True,2025-03-21,B
